name,address,
Huobi 28,0x0c6c34cdd915845376fb5407e0895196c9dd4eec,
Huobi 29,0x794d28ac31bcb136294761a556b68d2634094153,
Huobi 3,0xfdb16996831753d5331ff813c29a93c76834a0ad,
Huobi 30,0x34189c75cbb13bdb4f5953cda6c3045cfca84a9e,
Huobi 31,0xb4cd0386d2db86f30c1a11c2b8c4f4185c1dade9,
Huobi 32,0x4d77a1144dc74f26838b69391a6d3b1e403d0990,
Huobi 33,0x28ffe35688ffffd0659aee2e34778b0ae4e193ad,
Huobi 34,0xcac725bef4f114f728cbcfd744a731c2a463c3fc,
Huobi 35,0x73f8fc2e74302eb2efda125a326655acf0dc2d1b,
Huobi 36,0x0a98fb70939162725ae66e626fe4b52cff62c2e5,
Huobi 37,0xf66852bc122fd40bfecc63cd48217e88bda12109,
Huobi 38,0x49517ca7b7a50f592886d4c74175f4c07d460a70,
Huobi 39,0x58c2cb4a6bee98c309215d0d2a38d7f8aa71211c,
Huobi 4,0xeee28d484628d41a82d01e21d12e2e78d69920da,
Huobi 40,0x39d9f4640b98189540a9c0edcfa95c5e657706aa,
Huobi 5,0x5c985e89dde482efe97ea9f1950ad149eb73829b,
Huobi 6,0xdc76cd25977e0a5ae17155770273ad58648900d3,
Huobi 7,0xadb2b42f6bd96f5c65920b9ac88619dce4166f94,
Huobi 8,0xa8660c8ffd6d578f657b72c0c811284aef0b735e,
Huobi 9,0x1062a747393198f70f71ec65a582423dba7e5ab3,
Huobi Mining Pool,0x9d6d492bd500da5b33cf95a5d610a73360fcaaa0,
Huobi Pool Token,0xa66daa57432024023db65477ba87d4e7f5f95213,
Huobi Token,0x6f259637dcd74c767781e37bc6133cd6a68aa161,
Huobi: Deposit,0xe0d513cf39b52a09aefcef25e91dda3a2636329a,
Huobi: Deposit Funder,0xfd54078badd5653571726c3370afb127351a6f26,
Huobi: Deposit Funder 2,0x18916e1a2933cb349145a280473a5de8eb6630cb,
Huobi: Deposit Funder 3,0xdb0e89a9b003a28a4055ef772e345e8089987bfd,
Huobi: Deposit Funder 4,0xf0458aaaf6d49192d3b4711960635d5fa2114e71,
Huobi: Deposit Funder 5,0x07ef60deca209ea0f3f3f08c1ad21a6db5ef9d33,
Huobi: HBTC Token,0x0316eb71485b0ab14103307bf65a021042c6d380,
Huobi: Old Address 1,0x1d1e10e8c66b67692f4c002c0cb334de5d485e41,
Huobi: Old Address 10,0xea0cfef143182d7b9208fbfeda9d172c2aced972,
Huobi: Old Address 11,0x0c92efa186074ba716d0e2156a6ffabd579f8035,
Huobi: Old Address 12,0x91dfa9d9e062a50d2f351bfba0d35a9604993dac,
Huobi: Old Address 13,0x8e8bc99b79488c276d6f3ca11901e9abd77efea4,
Huobi: Old Address 14,0xb9a4873d8d2c22e56b8574e8605644d08e047549,
Huobi: Old Address 15,0x170af0a02339743687afd3dc8d48cffd1f660728,
Huobi: Old Address 16,0xf775a9a0ad44807bc15936df0ee68902af1a0eee,
Huobi: Old Address 17,0x75a83599de596cbc91a1821ffa618c40e22ac8ca,
Huobi: Old Address 18,0x48ab9f29795dfb44b36587c50da4b30c0e84d3ed,
Huobi: Old Address 19,0x90f49e24a9554126f591d28174e157ca267194ba,
Huobi: Old Address 2,0x1b93129f05cc2e840135aab154223c75097b69bf,
Huobi: Old Address 20,0xe3314bbf3334228b257779e28228cfb86fa4261b,
Huobi: Old Address 21,0x6edb9d6547befc3397801c94bb8c97d2e8087e2f,
Huobi: Old Address 22,0x8aabba0077f1565df73e9d15dd3784a2b0033dad,
Huobi: Old Address 23,0xd3a2f775e973c1671f2047e620448b8662dcd3ca,
Huobi: Old Address 24,0x1c515eaa87568c850043a89c2d2c2e8187adb056,
Huobi: Old Address 25,0x60b45f993223dcb8bdf05e3391f7630e5a51d787,
Huobi: Old Address 26,0xa23d7dd4b8a1060344caf18a29b42350852af481,
Huobi: Old Address 27,0x9eebb2815dba2166d8287afa9a2c89336ba9deaa,
Huobi: Old Address 28,0xd10e08325c0e95d59c607a693483680fe5b755b3,
Huobi: Old Address 29,0xc837f51a0efa33f8eca03570e3d01a4b2cf97ffd,
Huobi: Old Address 3,0xeb6d43fe241fb2320b5a3c9be9cdfd4dd8226451,
Huobi: Old Address 30,0xf7a8af16acb302351d7ea26ffc380575b741724c,
Huobi: Old Address 31,0x636b76ae213358b9867591299e5c62b8d014e372,
Huobi: Old Address 32,0x9a755332d874c893111207b0b220ce2615cd036f,
Huobi: Old Address 33,0xecd8b3877d8e7cd0739de18a5b545bc0b3538566,
Huobi: Old Address 34,0xef54f559b5e3b55b783c7bc59850f83514b6149c,
Huobi: Old Address 4,0x956e0dbecc0e873d34a5e39b25f364b2ca036730,
Huobi: Old Address 5,0x6f50c6bff08ec925232937b204b0ae23c488402a,
Huobi: Old Address 6,0xdf95de30cdff4381b69f9e4fa8dddce31a0128df,
Huobi: Old Address 7,0x25c6459e5c5b01694f6453e8961420ccd1edf3b1,
Huobi: Old Address 8,0x04645af26b54bd85dc02ac65054e87362a72cb22,
Huobi: Old Address 9,0xb2a48f542dc56b89b24c04076cbe565b3dc58e7b,
Kraken,0x2910543af39aba0cd09dbb2d50200b3e800a63d2,
Kraken 10,0xae2d4617c862309a3d75a0ffb358c7a5009c673f,
Kraken 11,0x43984d578803891dfa9706bdeee6078d80cfc79e,
Kraken 12,0x66c57bf505a85a74609d2c83e94aabb26d691e1f,
Kraken 13,0xda9dfa130df4de4673b89022ee50ff26f6ea73cf,
Kraken 14,0xa83b11093c858c86321fbc4c20fe82cdbd58e09e,
Kraken 2,0x0a869d79a7052c7f1b55a8ebabbea3420f0d1e13,
Kraken 3,0xe853c56864a2ebe4576a807d26fdc4a0ada51919,
Kraken 4,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,
Kraken 5,0xfa52274dd61e1643d2205169732f29114bc240b3,
Kraken 6,0x53d284357ec70ce289d6d64134dfac8e511c8a3d,
Kraken 7,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,
Kraken 8,0xc6bed363b30df7f35b601a5547fe56cd31ec63da,
Kraken 9,0x29728d0efd284d85187362faa2d4d76c2cfc2612,
Kraken: Deployer 1,0x2e7542ec36df6429d8c397f88c4cf0c925948f44,
Kraken: Deployer 2,0xa24787320ede4cc19d800bf87b41ab9539c4da9d,
Kraken: Hot Wallet,0xe9f7ecae3a53d2a67105292894676b00d1fab785,
Kraken: MANA Token Wallet,0xe1498a9ef5c6aa51790a642f70c31238326b1724,
KuCoin,0x2b5634c42055806a59e9107ed44d43c426e58258,
KuCoin 10,0xcad621da75a66c7a8f4ff86d30a2bf981bfc8fdd,
KuCoin 11,0xec30d02f10353f8efc9601371f56e808751f396f,
KuCoin 12,0x738cf6903e6c4e699d1c2dd9ab8b67fcdb3121ea,
KuCoin 13,0xd89350284c7732163765b23338f2ff27449e0bf5,
KuCoin 14,0x88bd4d3e2997371bceefe8d9386c6b5b4de60346,
KuCoin 15,0xb8e6d31e7b212b2b7250ee9c26c56cebbfbe6b23,
KuCoin 2,0x689c56aef474df92d44a1b70850f808488f9769c,
KuCoin 3,0xa1d8d972560c2f8144af871db508f0b0b10a3fbf,
KuCoin 4,0x4ad64983349c49defe8d7a4686202d24b25d0ce8,
KuCoin 5,0x1692e170361cefd1eb7240ec13d048fd9af6d667,
KuCoin 6,0xd6216fc19db775df9774a6e33526131da7d19a2c,
Kucoin 7,0xe59cd29be3be4461d79c0881d238cbe87d64595a,
KuCoin 8,0x899b5d52671830f567bf43a14684eb14e1f945fe,
KuCoin 9,0xf16e9b0d03470827a95cdfd0cb8a8a3b46969b91,
KuCoin Contract,0x2602669a92fccf44e5319ff51b0f453aab9db021,
KuCoin: Deployer,0xf2b16510270a214130c6b17ff0e9bf87585126bd,
KuCoin: Deposit Funder,0x061f7937b7b2bc7596539959804f86538b6368dc,
KuCoin: KCS Token,0xf34960d9d60be18cc1d5afc1a6f012a723a28811,
KuCoin: Old KCS Token,0x039b5649a59967e3e936d7471f9c3700100ee1ab,
Nexo 1,0x00ee047a66d5cff27587a61559138c26b62f7ceb,
Nexo 2,0xffec0067f5a79cff07527f63d83dd5462ccf8ba4,
Nexo 3,0x0031e147a79c45f24319dc02ca860cb6142fcba1,
Nexo 4,0x7344e478574acbe6dac9de1077430139e17eec3d,
Nexo Token,0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,
Nexo: Corporate Treasury,0x9bdb521a97e95177bf252c253e256a60c3e14447,
Nexo: Deposit Funder,0x354e9fa5c6ee7e6092158a8c1b203ccac932d66d,
Nexo: WBTC Merchant Deposit Address,0x65b0bf8ee4947edd2a500d74e50a3d757dc79de0,
OKX,0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,
OKX 10,0xc5451b523d5fffe1351337a221688a62806ad91a,
OKX 11,0x42436286a9c8d63aafc2eebbca193064d68068f2,
OKX 12,0x69a722f0b5da3af02b4a205d6f0c285f4ed8f396,
OKX 13,0xc708a1c712ba26dc618f972ad7a187f76c8596fd,
OKX 14,0x6fb624b48d9299674022a23d92515e76ba880113,
OKX 15,0xf59869753f41db720127ceb8dbb8afaf89030de4,
OKX 16,0x65a0947ba5175359bb457d3b34491edf4cbf7997,
OKX 17,0x4d19c0a5357bc48be0017095d3c871d9afc3f21d,
OKX 18,0x5c52cc7c96bde8594e5b77d5b76d042cb5fae5f2,
OKX 19,0xe9172daf64b05b26eb18f07ac8d6d723acb48f99,
OKX 2,0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,
OKX 20,0x7eb6c83ab7d8d9b8618c0ed973cbef71d1921ef2,
OKX 3,0xa7efae728d2936e78bda97dc267687568dd593f3,
OKX 4,0x2c8fbb630289363ac80705a1a61273f76fd5a161,
OKX 5,0x59fae149a8f8ec74d5bc038f8b76d25b136b9573,
OKX 6,0x98ec059dc3adfbdd63429454aeb0c990fba4a128,
OKX 7,0x5041ed759dd4afc3a72b8192c143f72f4724081a,
OKX 8,0xcba38020cd7b6f51df6afaf507685add148f6ab6,
OKX 9,0x461249076b88189f8ac9418de28b365859e46bfd,
OKX: Deposit Funder,0xc5a93444cc4da6efb9e6fc6e5d3cb55a53b52396,
OKX: Deposit Funder 3,0x89fd00b8d2dcee0f40d8699970115bb861241a54,
OKX: Deposit Funder 4,0xaad8ad7dfa05bc354e011890dd61636842c2cb96,
OKX: Deposit Supplier,0x24c654f6b143dc5cae3c02fbb527ca63aa555dbc,
OKX: OKB Token,0x75231f58b43240c9718dd58b4967c5114342a86c,
Poloniex,0x32be343b94f860124dc4fee278fdcbd38c102d88,
Poloniex 2,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,
Poloniex 3,0xb794f5ea0ba39494ce839613fffba74279579268,
Poloniex 4,0xa910f92acdaf488fa6ef02174fb86208ad7722ba,
Poloniex: BAT,0xaa9fa73dfe17ecaa2c89b39f0bb2779613c5fc3b,
Poloniex: BNT,0x2fa2bc2ce6a4f92952921a4caa46b3727d24a1ec,
Poloniex: CVC,0x31a2feb9b5d3b5f4e76c71d6c92fc46ebb3cb1c1,
Poloniex: FOAM,0x6b71834d65c5c4d8ed158d54b47e6ea4ff4e5437,
Poloniex: GNO,0x48d466b7c0d32b61e8a82cd2bcf060f7c3f966df,
Poloniex: GNT,0x0536806df512d6cdde913cf95c9886f65b1d3462,
Poloniex: KNC,0x8d451ae5ee8f557a9ce7a9d7be8a8cb40002d5cb,
Poloniex: LOOM,0xbd2ec7c608a06fe975dbdca729e84dedb34ecc21,
Poloniex: MANA,0xc0e30823e5e628df8bc9bf2636a347e1512f0ecb,
Poloniex: NXC,0x65f9b2e4d7aaeb40ffea8c6f5844d5ad7da257e0,
Poloniex: OMG,0x36b01066b7fa4a0fdb2968ea0256c848e9135674,
Poloniex: REP,0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,
Poloniex: SNT,0x6795cf8eb25585eadc356ae32ac6641016c550f2,
Poloniex: STORJ,0xfbf2173154f7625713be22e0504404ebfe021eae,
Poloniex: USDC,0x6f803466bcd17f44fa18975bf7c509ba64bf3825,
Poloniex: ZRX,0xead6be34ce315940264519f250d8160f369fa5cd,
Alameda Research 1,0x073dca8acbc11ffb0b5ae7ef171e4c0b065ffa47,
Alameda Research 10,0x882a812d75aee53efb8a144f984b258b6c4807f0,
Alameda Research 11,0xbefe4f86f189c1c817446b71eb6ac90e3cb68e60,
Alameda Research 12,0xb78e90e2ec737a2c0a24d68a0e54b410fff3bd6b,
Alameda Research 13,0x964d9d1a532b5a5daeacbac71d46320de313ae9c,
Alameda Research 14,0xfa453aec042a837e4aebbadab9d4e25b15fad69d,
Alameda Research 15,0x4deb3edd991cfd2fcdaa6dcfe5f1743f6e7d16a6,
Alameda Research 16,0x477573f212a7bdd5f7c12889bd1ad0aa44fb82aa,
Alameda Research 17,0xce31190a03fc3c5f23167e88e75066824823222d,
Alameda Research 19,0x73c0ae50756c7921d1f32ada71b8e50c5de7ff9c,
Alameda Research 2,0x712d0f306956a6a4b4f9319ad9b9de48c5345996,
Alameda Research 20,0x60ae578abdfded1fb0555f54148fdd7b400a34ed,
Alameda Research 22,0x0c0fe4e0236480e16b679ee1fd0c5247f9cf35f0,
Alameda Research 23,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,
Alameda Research 24,0x97137466bc8018531795217f0ecc4ba24dcba5c1,
Alameda Research 25,0x84d34f4f83a87596cd3fb6887cff8f17bf5a7b83,
Alameda Research 26,0x78835265ac857bf3420830c71987b1a55f73c2dc,
Alameda Research 27,0x4c8cfe078a5b989cea4b330197246ced82764c63,
Alameda Research 3,0x93c08a3168fc469f3fc165cd3a471d19a37ca19e,
Alameda Research 4,0xca436e14855323927d6e6264470ded36455fc8bd,
Alameda Research 5,0x83a127952d266a6ea306c40ac62a4a70668fe3bd,
Alameda Research 6,0xc5ed2333f8a2c351fca35e5ebadb2a82f5d254c3,
Alameda Research 7,0x89183c0a8965c0299997be9af700a801bdccc2da,
Alameda Research 8,0xe5d0ef77aed07c302634dc370537126a2cd26590,
Alameda Research 9,0x5d13f4bf21db713e17e04d711e0bf7eaf18540d6